,customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code,group
1171,3b7d0dc25c4bd91958f0076456c47c7e9905dd58063ed646c17c2ce58866a048,,,ACTIVE,NONE,36.0,7215151d8fe7961760149200ad7244c1fe5b2fe7ee0fd33d7d4cdb5912b4c2af,mature
1172,3b974cfd0378111991e8762fc8ab6d7cf25a01da21defc33b07dde6e745905a0,1.0,1.0,ACTIVE,Regularly,20.0,6cb2267e24dce03ca9f99a54319856705013ae0d28b5820171a6416e23c612fe,young_adult
1173,3ba3f33ea4d128b17ce4151fe86c12703c3bf0187ea6b2326a1fb795e56aae74,,,ACTIVE,NONE,31.0,7bf82b94d44d654c031472a57299105441e929785bc3f355eab25938115a4e40,adult
1174,3bab7d86c107d761b463a415bbf253382c32a738507c7ca91056070689a951ea,,,ACTIVE,NONE,20.0,472c93acfae578f3ed6c283dc84bfb698b89d5a0e7c7ba89d223eb1b4016152c,young_adult
1175,3bb65ccd680213b62001d4872b5956c6917da9e4c5f3a0a9bb1f004fb258b8df,,,ACTIVE,NONE,72.0,a8020ce8da3d595a1d245747bc3ffefcf18b353f797b72d39a2f2ec7080d9b8d,old
1176,3bc72377806476545486dd61af47c499b086e876d9f40e104c6c0cc52a9f8e50,,,PRE-CREATE,NONE,34.0,5e1191073ec36621015bd156bfba590fbaaf3af0669d791fbf8aec2350dcdb5b,adult
1177,3be0274603b79cedbd3fc612d6183faa803602aeea8def89d773e9a6cde40df7,1.0,1.0,ACTIVE,Regularly,33.0,eff4905101e5ab02241d60e0813356538e3148f37f977b0eee64ebf04dcae5a2,adult
1178,3becada1422e5e09b580ecba849fc3b871d90ba5c0c0060ce71f3cdf421c0f8d,,,ACTIVE,NONE,35.0,62f3e8f90989cefa81cb1408e7845f025116caa577d9a0ae6d3092fcfe0d89b0,mature
1179,3bee87f020683a8eb461d7d01f91176235e530d61c8d56be29a8e7a6e57d48f6,,,ACTIVE,NONE,24.0,9320de1875855cc08d45ff17274ea2280ff6a9a0d244e7a507157b6b4efa76b0,young_adult
1180,3bf96200e742d87484923acaec26bd4df153500e5e41c3d6d8909811ac4b5a51,,,ACTIVE,NONE,57.0,12c834b172e1ee2dfab21f718a7318fd0533788e7422bf4d338a8b3059c747fd,old
1181,3c0660dcee51d022583c37656e83d74080b79cb38c56a7fee98e1a9e8802fbb8,1.0,1.0,ACTIVE,Regularly,27.0,14cf3b3c77044af7df436fe3bae7d6efb731ea847810dbda43f021243b931732,adult
1182,3c0f8d945260037e99942bf1c120980c70999a7be5b6d968e5ae8efae9095011,,,ACTIVE,NONE,20.0,5f31179fb7767459df07568bfa414b6c330cc153031b43bea15441c3c5e69214,young_adult
1183,3c1a0cd64e4e52a8ff78e3321ed5c0a3c7c6935c153a6dbc16387ea877574ef1,1.0,1.0,ACTIVE,Regularly,21.0,d88297e17f7de2cc8f9b7d0975642c3ddf9d6971975063af16f51f877568c205,young_adult
1184,3c1afdd33c0dafebdfd608a103717b10a24ea12ce64febcd77a521af5695a574,1.0,1.0,ACTIVE,Regularly,31.0,a91680aeef4ebe157590438f6293e0c23c3900d9a947aaaee7f9e1e42318e3f0,adult
1185,3c1ba2fb51f349cf70b2a322ddcb387df34a30d7c3a0f8aa69ec3f12cf336791,1.0,1.0,ACTIVE,Regularly,32.0,2dabc07465a395c9bca093f1ee482e49654c0544a5b7c4c4bab91c0d879b8bbb,adult
1186,3c1f6eba8e97b21195666385ff8a4b434dffa85d0614665e415ce66d60242528,1.0,,ACTIVE,Regularly,24.0,f003a3c799793e635159d649063f2c784be27a6b873d30b49d6a16205900a366,young_adult
1187,3c25f689cf3479c735a681070b44fc972cc31d86f5eaf45560b81da5381e58ec,,,PRE-CREATE,NONE,23.0,45c5b43e7bfb1ecb1018e8e85c1ab04cff13e91d49c16826e8e2495d47e415dd,young_adult
1188,3c26c07a9f63735b4c24601b0ebea5bc3b3df7b6cc8045c42f2fd543f92d2741,1.0,1.0,ACTIVE,Regularly,37.0,1452ccf533e4c95c4cd7102cdc164a1944da7eb0f86821fcf90890d335d4242b,mature
1189,3c3bfa031e737c91dbe4f0ed374bd37b81e1bed197b9123eee09fe4a8b113344,,,ACTIVE,NONE,57.0,958238eb700b1dd659929c03c4a12d226b211fa5f93d817a509c2f95dc5684ef,old
1190,3c4ba60878db11cc4972a8621d4a78f64e7d388026911090d69c98e1f7bb6c5e,,,ACTIVE,NONE,63.0,8ebd3f0bf03169f8135921d7422bc8b6586cf74a002d61208e04f96131b5a28d,old
1191,3c4f104d4d5be681596c2ca7a57fe2e8daecb1f4d1a088285faa8beca8f4f992,,,ACTIVE,NONE,22.0,d4be2238033bf019f446823f7cc2dab7895227e80aa12a860bb7e9f566efb4c9,young_adult
1192,3c50cbded35513d17936e6a1d5a9b0656d0a6e232854199527f913309c7022a5,,,ACTIVE,NONE,33.0,69587133c8bb02537998073ca7e53c743b42ca197e19af43f42e7665dd69b30f,adult
1193,3c5368b41a69bf501792bd277f29e410a2bde5155001dcc71b705a54cfc3589b,1.0,1.0,ACTIVE,Regularly,48.0,5c24dbaf7f6de203a477857e69654ac25c6850447a42311e2fe0680ecfecdd7e,mature
1194,3c6709735fd9cc0f7786ca934b67c3794a73de604767abf009403e06b3108a12,,,ACTIVE,NONE,22.0,f3a0c26793dcf94132b195e657245526db79359a0a44fb0bfccbae9dd5e3f44c,young_adult
1195,3c77c0869577ed2206d5252406527f18f37c5460240cc5c564fbe2925dc4261a,,,ACTIVE,NONE,44.0,cf35f1c031c65947f1bac3278016444783bad949b0a2b885fd2ee8d49fa2a095,mature
1196,3c78134eee1e42ae6963cfd24481efe6dc044430588418e8fd6fcc5f2d6ea849,1.0,1.0,ACTIVE,Regularly,46.0,1829a1011250df29ccea270b5a5e0f2b8cbcabc5f1599a20d31d00ae480b46bb,mature
1197,3c888486eec2e82e0d08ebf7421f7d28d9876e33a68c21f1c46bb66d597eebfb,1.0,1.0,ACTIVE,Regularly,52.0,78dd8e49f77ca9990e1b26e91dfd81911a866df67197ce76fb1422c6585fb2c3,old
1198,3ca69d411916e8da762a126483668b109c257f7fe393e889479ef1ee5d33c7a4,,,ACTIVE,NONE,24.0,e4074ca0b39f0f2c0f7dad291f579258860ca0b7668e1b634ccde5a86666ed12,young_adult
1199,3cad935927d3f40d2d99989a541e6e1e55ea48a595ef2d84269b897daab74549,,,ACTIVE,NONE,55.0,20c3c24d78f97dce3b38dba489210a9b316d8e977b4557b1ac9b90d78ec1812b,old
1200,3ccf9bd9ab4800abc483f222a70f1510f6b49fc0c7a7fe523d321ea165ef5ae9,1.0,1.0,ACTIVE,Regularly,25.0,4184db51ac62e5533f861e8903f00028849ea2bfe69cd67bdd20a5325e3d71bc,adult
1201,3cd625d0b0d280794d9a4bc6da81f47aecdf2051431bac4b0a7ba0d28d032377,,,PRE-CREATE,NONE,34.0,a1c767424f7e8e2b7ba6b650e6026a5979c04d7bddfdc61bf67be9fc2e110501,adult
1202,3cd90606809cdde61ffc0c2dc45cb06007b92350630c1ed99a82a588774e7f3e,,,ACTIVE,NONE,64.0,36cc99e2328b0bfef47135e60ae0c7be56788a290ff19ac4050e2c73f77cf5d7,old
1203,3cdf964f8f7f0e9102796f3b56a646ef8647734414f0160f3254e2cae8c1ab87,,,ACTIVE,NONE,52.0,dbdcff379f4fc056ba658bfc3fc3b67f6e085cdc52cc98687144a9ca00c2d2c8,old
1204,3d02e8e11c9debbb158f711ae62585d92891b9ff2950c055f950e427334bd8e9,,,ACTIVE,NONE,45.0,72c0263fef65348aaa3162397379a6dc517130f7103418a034c879f34d5feda2,mature
1205,3d4088c9b5f5cf87fc344db15fbf7a2a1e829c3b2eeeee78e6e342512f03ca6a,1.0,1.0,ACTIVE,Regularly,21.0,13e3657e5b0ff457188da98341fc5194ffe745e0dd42917e92e75fbd1a88e027,young_adult
1206,3d7eb58abac83cc327b6938f8b412c7dc16c3a5bcd78b5af7aa021f7ec61e981,,,ACTIVE,NONE,33.0,2566dd89e185b2e8a2b10880bf4b7ea6264ca03dc8ab073789f7e7a028027a96,adult
1207,3d8cd3669271168853bcf571a5825341f0f6abee71a3e071b85043494af11d90,1.0,1.0,ACTIVE,Regularly,50.0,94dd16df617f2d5c41a9b1252b647442bb0f72999715c5c46d30e621d74a0cf7,old
1208,3da800df8027f017a5e3ad122aaf3d2af0195a99899d9005b6ea0bd24137b93b,1.0,1.0,ACTIVE,Regularly,32.0,385cc7df6c90ef484f363cfbdc8b76d180f0cf3947691070b6cc7f3f924d8658,adult
1209,3dba49540fcef0f866d8ae32fc576590f53bee8e62a77ef705de6ac05e2e271f,,,ACTIVE,NONE,42.0,7b440c0138d4aadf1e3071fe34b292f9cd4b4b342172eda0f07aca33d9195228,mature
1210,3dc17b9fddea4fb9b10e33bd2809708b0e37676fafeee0b656b425ea0546512c,1.0,1.0,ACTIVE,Regularly,37.0,d3282122ea63456034c9259dfc61370b07cd79dc3163ed079e98da4913253b44,mature
1211,3dca6271921b68970d1f683340f305d61483f94ea03ad2d6c3636702056b8cb0,,,ACTIVE,NONE,52.0,5e267b623c0ad2ba6d9089e5470e3c720c296c31d5075e733ef817e781370cbb,old
1212,3dcec9f4b8ba9fd63551467d61f735d8f056caf0b9c44830852cbdb0b88b5270,,,ACTIVE,NONE,24.0,9b077c484c7b97ac0f4bf2db6757b370ca7671abf52cb5424a1a121fddf0a778,young_adult
1213,3ddf714ebe449d43e8e608bc5c9d0a9bf621dba56b5177d6e5544b64acf7dc96,,,ACTIVE,NONE,35.0,5d8bfbeb837b16e7c1163d586f30f472373a6e2fd6099a272fe635df5d175778,mature
1214,3de0b0aaf3190709d683e59eafd97b225d41220683c1284a29d646627c25a9cf,,,ACTIVE,NONE,48.0,9031ce04315858bd666266dc3f075ae5607ee8ed34a9f37923dc728b67495b26,mature
1215,3de31907c0a11083500cf43467c4b660359628936a262a12230099b09327e79e,,,ACTIVE,NONE,23.0,e2579ccb016d279106a387ccedc909f07e764e960fc867e8116a26ae850f4694,young_adult
1216,3de5c921ec4f49bf20bd234abe7c5ccfc9cd0f03521ec62e49de04826179e688,1.0,1.0,ACTIVE,Regularly,21.0,bd94971663f0ba6aa4bc8bb61dc2b7994826e8aaf232e62bd9945a8b7be36dd6,young_adult
1217,3df169559c07732b2c303b01c73fb0171f7d109b9a101de220ce719eac5e668a,,,ACTIVE,NONE,55.0,2c1d39524239368d92f4084143abdb806a4683dce68e0b651d259cac75d00af5,old
1218,3dfacab5482d3e98e58170ca29690cb0015526a25042b8047a622332c3d22efc,,,ACTIVE,NONE,23.0,4e7b7e54a3989348b5b88530ab4780a3ac1e5d55022d188cdd36846a62e4b901,young_adult
1219,3dfb10c879aec23927ffac85b1c8afba76e2ceeb592b87374772ce47e46b3899,,,PRE-CREATE,NONE,38.0,b67c8475ca5ef0b8c0fbde38aafaf61986a6bfb8733b8573372c2b48f674b110,mature
1220,3e07ba9d13456c89cc7d800471c4d0301051fa63763e43bc06e27e58727e2d33,,,ACTIVE,NONE,30.0,2f4a93b2cb0987487a2e8d77ce46ff4e8ab66d49d2a758730d7d7c6b04932cf7,adult
1221,3e083ed74a0d45eb005f8d4a74711f009e55470867168589384f7435b2301250,,,ACTIVE,NONE,63.0,9de01ec2477f7ddd6a46974eb4e8deae9d63afc2489a07a139152f05005f89ba,old
1222,3e086de413cb2084106257e0919af2126b00691a62c8a46b8f4d3cd3f7c2f20e,,,ACTIVE,NONE,26.0,a9889d2b90b0b2855f43fd3d4d6d01339befacd42f0a1d271cc6c99db49f41e7,adult
1223,3e652b9d9718a83126692c58ab6b09eb5655f4881b3d1c7878381397f61a945d,,,ACTIVE,NONE,25.0,51a7946028cab8ee877764e8c40a4c1fa8b9fd5b9e02a535de49557e0a58ad06,adult
1224,3e66ceec8593c4a0b546f9ef02116f64300c6b295d86a6edfd09f293b5ed1566,,,ACTIVE,NONE,22.0,4e2a3590f24f89d0af4016c24c5ffca588d09bb1a67873f14bfe11512843a429,young_adult
1225,3e6e0b48533d78a99e301581f179f8abaa2de0a4c52cde5c5c644a8408c8d403,1.0,1.0,ACTIVE,Regularly,29.0,3256ffef8a5d362bc42d6045ec50cdbf73da08c5bcc12b918d68d5ac2c4b82b7,adult
1226,3e7899d3e363f00b6431e73defabd818e039b9ee98a0c464b6f13f0214378d2a,1.0,1.0,ACTIVE,Regularly,58.0,a22f913ae090261850f17c294ae0df6803f51d0bf2e3407ea747e3e919becdf8,old
1227,3e7c73d10c1f04be83b7450fec43161db8204a1b5d1b8a4f8b417bf0817c3b5d,,,ACTIVE,NONE,35.0,dd3717b8c19f04ab5f3aad9fd4dbff04799cbe5b19257eb3128929307012ba18,mature
1228,3e7cf70b2e6b061120cb46040df1c034778a005f2feeef69818870ea83ceeeb8,,,ACTIVE,NONE,29.0,f01bb9bfff936f3747eb722eb18124a8021c0fd1fcca097bba5208d780dd21e7,adult
1229,3e7f3f91ea04b05074d0bac04d66745702a992d191cd3fde5b3e4894aaf71ed3,,,ACTIVE,NONE,31.0,7d93a24ec4d72a1789ed9b182ea5cbc7e0768b786a91c9355d2b0c0fd382f7c4,adult
1230,3e8a94a4857a5df6f41ddd2b631e05654cca0cfc83d2495360958f83061cd184,,,ACTIVE,NONE,46.0,cadf7d5e60e83231c0a6fc502312c2852ce381c3f5812f2973a85480c25296c5,mature
1231,3e8ac507ab1a24743bb05c24a17e0d453432baec3bf57d5004bb313e48e18fce,,,ACTIVE,NONE,49.0,699c4108224b07f855d8605584ffcc710d45e1ed9908c065a87f50dd86806676,mature
1232,3e9dbe576612df32e152909b1db451fb6c275eedc7052b13881f8e1bbb47bc52,,,PRE-CREATE,NONE,53.0,a300a9fc6a8edcc9cfcd8080914993887275b41214120caae82d44bf005f79e9,old
1233,3eae2f3b58f017af33e4e1cd48bc975c330f44b219699ddc51b57b17b8c7c2d8,,,ACTIVE,NONE,23.0,4f8028275576c6cb12c1bc8da38205fbfdf61dcec27a7d5380a3166575206703,young_adult
1234,3eb3feaa12c8207029e1e825c8a1837e5291efa03473501e6b71c90190f24664,,,ACTIVE,NONE,56.0,a395721fee514ebf4b7f3a0c8cbe00b99d6a2f0a2af93671bb0e8d72692d18ed,old
1235,3eb857ac7332ff7325b44edd4b55d0b1fa0dbda3d94ecd6ec52de8b1650e2208,,,ACTIVE,NONE,58.0,3de6e3a0e8330a18375e14da582c449b3384be6c6c871f958f588af98b5cef9c,old
1236,3edce8c4f43e2e791d3c58ce9b38c2201dbbfc6165894258316d05ee97332eaf,,,ACTIVE,NONE,43.0,09d225e5feea1bbd5f8d619af542bdb49a7f0351e7b7eda5672ad132ba761693,mature
1237,3ee135fa7771b7a3b42cade51f690e81fdc0578deb39a4c0d9adbbdae3d6cccb,,,ACTIVE,NONE,60.0,a487c27f4b61d0779c4db5f456f3ba2cfe331357f3c2267fa5ab80c91949ddb1,old
1238,3f130221763d1a84518ab2bb9f4c818c9f16596da13fe6c84f5f2cae05e80a4f,,,ACTIVE,NONE,20.0,c58d93d325c8ad3ae0943629e757eaabe0298b08b869da0b9032ae171512e6c0,young_adult
1239,3f20f939f02fdfdfcfd619542696a1b75174d3b2a8bd0c10721b336f383c1bc1,1.0,1.0,ACTIVE,Regularly,50.0,086f580aaa49f07bff75eb2217472fa3e1505061cbfcfaed8d78ba41d2dd2816,old
1240,3f2d1fc89fc59b0ffb361da9e6c3ec1e5e9e8f23652f9779ab897fdf99db80c9,,,ACTIVE,NONE,56.0,c66515dbc35a72229ed182188fef8004b2045d89d835f7486d4b8b47692b35a0,old
1241,3f2f067639af0d81928c64060f78ab00a45934a10763bba3daca352dd692773d,1.0,1.0,ACTIVE,Regularly,27.0,8bde09dad5042a72e009ed4d64f6d8ebebcbf7a24135b69f0b315393270cb84e,adult
1242,3f3f3d2144c33a8de31d5ea69c8e39ad969ca0707cabc63d2542a2343568e24d,,,ACTIVE,NONE,25.0,f0982e83333ef2d968fdb4ef060c672e0ac6abda8ed05a56e280aded2ed8489b,adult
1243,3f522367bcc0f339117519590ae8438cc1a1a479a581ecb43e491b1785832d4d,,,ACTIVE,NONE,32.0,b5d40be6ba61093d0cdb8cb43b9f3c6acfec2079d1af24880173e91f81993311,adult
1244,3f53447bd8086c0b3d044d1ef4a453620abb67026a928cc7258f93965e454237,,,ACTIVE,NONE,62.0,4499a7bc50e0001b24a9d1a6915c8eca8c8174ceaf80e61b05bab31a9796021e,old
1245,3f7a76166b48c8147e40334c9486820747629240289fc87ffd21b1439b4e2d8f,1.0,1.0,ACTIVE,Regularly,28.0,bc52d88b208f8a55a6540ec5a247cf388883ee2ebd4c387b6dd14ae738eefd8b,adult
1246,3f9365501130c9ea3ce00289d1c38eb71c4f513ff3505bd53d6e7922ef49080f,,,ACTIVE,NONE,46.0,e023429d177752c40a16ee91637d4b988ad996c9a48128bfe686d3370c66814c,mature
1247,3fb2412c78cffa0ce00c3f3f66c2a8cc63c79d6efa37dce8661410c57bb868f0,,,ACTIVE,NONE,26.0,5b7eb31eabebd3277de632b82267286d847fd5d44287ee150bb4206b48439145,adult
1248,3fbad04778483ff95dbe3f04bed9b548a6085873ac3279b799f795e764b6334e,1.0,1.0,ACTIVE,Regularly,19.0,df4a23eee0f7ba791cb571fbf88c113ef98ac5b2a3cefc4eee6d37f55539ff29,young_adult
1249,3fc40d4e0e70ce5caadb2034a016e017dc73db1a6d981b76271912f347b9094c,,,ACTIVE,NONE,32.0,0db47cc4002248ca9f67e429e6f829e81273ab6b3bff1ad51ff713688158ee82,adult
1250,3fcb9ee09c654ec07907e2fed57395f9329cb20336dfca6fb3db0b8f68164c61,1.0,1.0,ACTIVE,Regularly,26.0,6ee658015c9fe46b005fdab8a26c3eb30cb68166f7ac89aaa654fd841935f9d0,adult
1251,3fcbb4d2170e61d2b0ca62c9c41382af130c1dc266010852ccfa9ea008195953,1.0,1.0,ACTIVE,Regularly,29.0,92e4446c2544d39c2bb139bd738db82ef6ef16d63de9e38d61b83c3587dfbef7,adult
1252,3fda35a931a5d03e8b8615810e776c9f73a644620aa64fb0fb0f760f8f8a3233,,,ACTIVE,NONE,58.0,588c363a5b53590d6e79fd5e974d00e5e47f5d1391f26ab70dbba1574c9713a9,old
1253,3fddc52b50a3fd3c11923f920b476bd068f167eb223417ebcccc05679b4a4cc8,,,ACTIVE,NONE,45.0,613543ed14cbb26f711f9f3ac8ed6bed878306db15a21e1791ab12cf166b27b7,mature
1254,3fe30534b0e361cfe741386dad362dbb304501ae5f45ceed75b9501ce88492ab,1.0,1.0,ACTIVE,Regularly,25.0,f58e9c0728c0e6c08508266bc6260448cfde1091d48a72198715a2c3065b7801,adult
1255,3ff283c55233b87ac1531fcc26ef49ac48cd4478e3b5989a301b0971c729a3a8,1.0,1.0,ACTIVE,Regularly,46.0,5a1d869e9d13bac22f07800a41b16ccdbb10808169c2db4185c906aa1f880bac,mature
1256,3ffc0bc6d7479b9fd39c91420bdd7981cb9317fc767ddc7cde05ad47cd97e71e,1.0,1.0,ACTIVE,Regularly,41.0,c978ed5e1dd6e3dd7e3e300dd1b1e0b5381e4db477a607a684a92a2f33a904bb,mature
1257,4002781b60d9652b9bdfae646c8676c70ee224fc5c1464dcaf9f173bb77cf1a0,1.0,1.0,ACTIVE,Regularly,20.0,c0e770c342c4c882bb0b057315c624a9515850bff699339d135f3ab7cb982772,young_adult
1258,4002fda8793bb8549a8c142fe6230d96130fe506bff5564fba833737ea749d88,1.0,1.0,ACTIVE,Regularly,21.0,973cc318f238b2ce552ace47086250250129cb8673e8a6e6e4d7ed18a1290d94,young_adult
1259,4004779f0f1b780655f420e60879bdf22ba84b8331a4fd052a02206d72abf873,1.0,1.0,ACTIVE,Regularly,70.0,e20c4058c97840d0e9e37b24f67078729c386512e78c723037acdc617e661e90,old
1260,400e7f49fbe616445743b20cede62e17cde691c429afded53f401566de32cd7e,1.0,1.0,ACTIVE,Regularly,21.0,13efe52d6a54b4343146dfed3b0f5bd9df47b6835ba00e06a7926d498e040fa1,young_adult
1261,4012a7152ef5c81d1c609884368b9f896e0f4017780d5758c5837168e69f8272,,,ACTIVE,NONE,57.0,fce7867bd6ea95fa1026ee65737ae30e5476d3cf9209c005924a1c769b757d21,old
1262,401803419521e9be98713eab7d2afdc318f76711e3bcbb204cf90831653baa36,1.0,1.0,ACTIVE,Regularly,23.0,8a09567981af9a973bc315b23bb21b91417d619a582fab3c2fe7da83fc383599,young_adult
1263,401ad61b97cbb1a744a2f3eadd6e2cd3fda9334c679c65095712a60f8e524e8c,1.0,1.0,ACTIVE,Regularly,37.0,b9be0c578154c7e3c7d54ecf0152f9d4e38e037185fc48a60d27626f7fa6f788,mature
1264,401f1b3f30d3b7b22818c3cff87b29034ce1ad6049bf4f8f8ddb0aee8d5119e7,,,PRE-CREATE,NONE,30.0,cd326c98630fcb99e61888ddfcd10d57ee7b1288e602bdebd36f569457d004c8,adult
1265,4028ef61a3ba57612bb210ba5e6c25274d6373edea62cd321773c59a5e748cce,,,ACTIVE,NONE,32.0,8f07adcc7a3daeed47bda790729080061dbc46a2ca361ae9e84662a694786778,adult
1266,402bca47bae4096034a0aa904fb7cfd8940be9fe24610432bdf416acbfd028d0,,,ACTIVE,NONE,21.0,d30eb02fb3b7a3324561fe8a7cf0d40698a97a44559b262d4b7f8e72a0de70b5,young_adult
1267,4035f58476ce66b566aa60198061dacfffb0565bfe3c668933d5af72de9ea327,,,ACTIVE,NONE,46.0,b3768f333915279b2bd7437079cc74de8f1cfbda8fe474dd2e3a61d4bea31a37,mature
1268,4037b3edb507964b4a0e5d4971bd09a44a6d5f21bde4d32c118601d980e230e7,1.0,1.0,ACTIVE,Regularly,33.0,e57f672689dc079fbc1e39ef09423ae618635b851dd9eb9a6d6da22e8aaaac71,adult
1269,40499473f28f31bd643c73b8156b13a0614cad3349278e429c635ceb56769233,,,ACTIVE,NONE,31.0,bb5e14afbf9d9d8016ab540a44876503f395fe46ae0c2f83addf87ec3e9fa00b,adult
1270,405c3f7b6da13d003f3c67c0377e8544b040973862bec0b4a6e7e1a15c256c13,1.0,1.0,ACTIVE,Regularly,41.0,7a92a841e2f68bff15c797fcd50a76edc97474f1278fb60f11d34e482b305e65,mature
1271,4064cb7b328240d1dad22995effa46d621be5f1c20d3c2ed251114934c09a56b,1.0,1.0,ACTIVE,Regularly,24.0,a6bebd873872750fd756baf532b807279aed89a857e60d6dddd1a9346abc30da,young_adult
1272,407051f19701d336c03d81907ecae7e1d0d253d8f61145a93976555dd5a19ef5,1.0,1.0,ACTIVE,Regularly,22.0,22e90a66b1e84c4478ee8d287780827a584155a57b8d9d421b0eb1ff4e16152e,young_adult
1273,4078dba89965009abc391747e8c8f5cda3e376c2a309eb297f6c2730b871c562,1.0,1.0,ACTIVE,Regularly,26.0,3eb41c8511d4e04fc0f02452e6e15d206d0c0e9d0f25ff79aeeea7f62561d5a5,adult
1274,409ca4daf70d5721d674344e574c259ab13d7dde714552eae1e251f32984db8b,,,ACTIVE,NONE,30.0,b5d36f844f1f3349ff60e7741c23ea73b828034efa9f519e630a4d5cb7229214,adult
1275,40afc6080029896297ade6aad4a7a58f1f8816619617a8ed35f1ca3ffce05a87,,,PRE-CREATE,NONE,44.0,b0857fc7e3d8beeab468071b478213574913b0fb1f386ffc2359744f85fe7a9d,mature
1276,40cdcecafef3af92e151d8c197cd3e60db0574daf0602dbef61ed94f9a681a02,,,ACTIVE,NONE,55.0,37b0d8a985c462c161f9c9f75b69947329486e441d7dcb4c2a0e3e85254c4799,old
1277,40d072ab3bc78f3720c798c561cf11667f1f46a70551bb751fbf42a5bb43e89b,,,ACTIVE,NONE,46.0,689c89d44d98dce41451c183870149a5888aa2c03a5c934112b8f6aa895a6d16,mature
1278,40d96c27013a8198bde3364ce8bec043c3a7238d7d949d999ea9f1c2c245880d,1.0,1.0,ACTIVE,Regularly,33.0,87ab393b3341a4864be85a391b70c2ee9574e1f6ee0e338a5ec75ea3faa4308d,adult
1279,40dec0785d64545577583e79cc86e8ac608161bdce921dc05e5922852619f0d4,,,ACTIVE,NONE,46.0,17fecd7ff90fbff86b0c1c71a1c425dc83a35d25b93d3db556ebd87abc852f95,mature
1280,40e0ed29ec2ff19aeb95ad0edd71b72923e626b267482fa18d54f570ce24fdc9,,,PRE-CREATE,NONE,65.0,f97bb0279171ffa09926f03c04bba0a963275117c823fdd4871169858b5fa61b,old
1281,40fc526e940965e7d42b8dc1b392c34f12e3f0ca69bdda44b0ef6d1d3f75b7a7,1.0,1.0,ACTIVE,Regularly,44.0,1d7cb363e6431c8c56f3338504d963460d56d6e8ac82924141a33e242d0258d2,mature
1282,4101a55016f48b464e7dac09142ee7e2ff466c5a3bb83dbe4e56dea842016247,,,ACTIVE,NONE,44.0,4948b05c365a3e63ec8c8947b8bd7763fad9c402556ea1e3033c4ad294b401a8,mature
1283,4104330b2b0b496b5b2fe94ccbb3e627c799e419bd25090db93a843aea492f65,1.0,1.0,ACTIVE,Regularly,20.0,16f06b009894c4a05f83f3e3a6dccf7a4b72be1b0a9d7346f0e264d5af94e249,young_adult
1284,411f5dbdfa720b0d977f8ee730c66645c4494fef9ce367535d04685c5dbc2bd4,,,ACTIVE,NONE,45.0,458b783e1ddcd45e19874f296f93f2e9f2c84040d67a07c08f4b6f0ffda45333,mature
1285,412b5800e5b9cb4a3ed4cef93e53c4e95eea76a64bc0d8f345b07627efcf936a,,,ACTIVE,NONE,24.0,f8c76764aab2d5c280b5a3da8fbdfdfde02d1da26cf4f24cf878b4d9d1720e78,young_adult
1286,4131cdc93b4d2382fa0e8b9164d47dd3177ee53565a0507d1504f958d8415121,1.0,1.0,ACTIVE,Regularly,41.0,b93d89f956f2005eeeda44821f5bae5c400810c3eb2b4728f5d237c98e5215e2,mature
1287,413a0c120ce0e2c695a08d533cf55f70c4ac6aa38dad6a06153ed35131086367,,,ACTIVE,NONE,43.0,ff42e03520f556ca3b5112412741d6d1c5268edab413ab8abc1d2df7382bba3a,mature
1288,4147c96efb05dfb1d88fbb9dbe3b672f4e377c0714978431aa0efa3a9278e888,,,ACTIVE,NONE,62.0,feb5f25667bff4a365928fc64127809ae9f111950c602f798ec48ee73df2ff5e,old
1289,4158821e5ff4a6a8745f31a5d04f89a196bdc0c98f7a38527524a2e7ab1c8f4d,,,PRE-CREATE,NONE,54.0,16114260df16ada2d368c8932b933a3417d09d23446a3137fda216894e6434a3,old
1290,416fbb745ed7758693fb112004413108ff921dde92c2da4594a66e34fb534ca8,,,ACTIVE,NONE,28.0,7a9af1c97bdab5117c71b948469b42cf22c27c16d76d4672ed9cd4af923628ab,adult
1291,417096750dd77239359555864f99e4c2c01b4cd6a612cd2ca76971c139222458,,,ACTIVE,NONE,25.0,5a13bb21bd8d67570b202ae1e11648589e5a023198d7e693e5500293e6190915,adult
1292,41ae78c7cd74dd86b653529a4471ffaf00ee90e97cea8bd1542827cdbbf6c225,,,ACTIVE,NONE,52.0,65975383d5ea833768c2ccfd860e1b2402b4ffbfd2b30d7bfd66a763c89f5113,old
1293,41d5bed234a3c1d5c7ed86371a1c638d0575a3eb18688e431a4b5b8c719c61b4,1.0,1.0,ACTIVE,Regularly,21.0,caec72eda83c3f969a1fbd7bc2c9bb711b3602f3ebe0710313c2729e5cbe5372,young_adult
1294,41decd095e69432ee2cfea66aafc5fdbc999c8516690725d036b3de5337de5a9,1.0,1.0,ACTIVE,Regularly,28.0,a4847f940df838c721c331ad24ce18a728ae2f1487aae4a3ec797274d7caf037,adult
1295,41e704ccb2ebba4ee4a9f57050c9a4709a6934405181887b62488a9f5eb35548,,,ACTIVE,NONE,42.0,636cc1db7abb80fbdfcf51f167d991ecc6b39284541f3607f85ae52b78ee6121,mature
